user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
1756,10/5/2024,Basic,14.99,2.5,3,0,2,2,No
1757,5/20/2024,Standard,29.99,3.5,1,0,7,4,No
1758,4/20/2024,Standard,29.99,2.1,3,1,1,221,Yes
1759,7/31/2024,Basic,14.99,2.4,5,0,5,5,No
1760,8/16/2024,Basic,14.99,2.8,2,1,4,2,No
1761,4/4/2024,Standard,29.99,2.8,5,1,9,0,No
1762,11/28/2024,Basic,14.99,2.1,5,0,1,2,No
1763,8/1/2024,Basic,14.99,1.4,3,0,5,1,No
1764,10/20/2024,Basic,14.99,1.6,9,2,2,2,Yes
1765,10/12/2024,Premium,49.99,4.6,11,0,2,5,Yes
1766,10/1/2024,Basic,14.99,1.6,11,0,3,5,Yes
1767,11/27/2023,Standard,29.99,3.4,5,3,13,2,Yes
1768,10/4/2024,Basic,14.99,2.7,6,1,2,6,Yes
1769,11/20/2023,Standard,29.99,2.4,7,0,5,244,Yes
1770,6/4/2023,Standard,29.99,3.4,3,0,19,5,No
1771,3/26/2024,Basic,14.99,1.6,1,0,9,2,No
1772,3/11/2023,Standard,29.99,2.8,7,0,4,541,Yes
1773,4/25/2024,Standard,29.99,3.7,4,1,8,0,No
1774,3/28/2024,Standard,29.99,2.4,2,0,9,1,No
1775,10/8/2024,Basic,14.99,3.1,4,0,2,2,No
1776,11/7/2023,Basic,14.99,2,6,1,14,3,Yes
1777,10/9/2023,Standard,29.99,3.1,0,0,14,0,No
1778,8/28/2024,Basic,14.99,0.9,6,1,4,0,Yes
1779,2/27/2023,Standard,29.99,3.5,9,2,18,124,Yes
1780,12/27/2023,Basic,14.99,2.9,2,0,12,2,No
1781,6/3/2024,Basic,14.99,2.1,3,0,7,3,No
1782,3/17/2023,Standard,29.99,2.1,4,1,21,5,No
1783,11/14/2023,Basic,14.99,2.2,3,0,13,2,No
1784,4/17/2024,Premium,49.99,3.4,2,0,8,4,No
1785,4/7/2024,Standard,29.99,2.8,1,0,8,5,No
1786,2/8/2023,Standard,29.99,2.6,1,0,23,0,No
1787,2/28/2023,Basic,14.99,2.1,10,3,15,206,Yes
1788,1/13/2024,Premium,49.99,4.1,1,0,11,4,No
1789,10/21/2023,Premium,49.99,3.8,6,1,10,133,Yes
1790,3/20/2023,Basic,14.99,2.5,0,1,21,2,No
1791,10/22/2024,Basic,14.99,2.7,0,0,2,2,No
1792,4/3/2023,Premium,49.99,4.5,8,2,20,17,Yes
1793,9/21/2024,Premium,49.99,4.4,9,0,3,1,Yes
1794,8/31/2024,Premium,49.99,5.5,0,0,4,4,No
1795,6/3/2024,Premium,49.99,4.4,8,0,3,120,Yes
1796,1/29/2024,Standard,29.99,3.8,3,1,11,6,No
1797,4/18/2024,Standard,29.99,2.4,2,0,8,1,No
1798,8/17/2024,Basic,14.99,1.8,6,1,4,2,Yes
1799,7/21/2024,Basic,14.99,1.2,3,0,5,3,No
1800,2/12/2023,Basic,14.99,2.6,5,0,22,0,No
1801,4/5/2024,Basic,14.99,2.4,4,1,9,0,No
1802,8/8/2024,Basic,14.99,3.1,5,0,4,0,No
1803,10/29/2024,Basic,14.99,1.3,4,2,2,3,Yes
1804,7/12/2023,Basic,14.99,1.7,3,0,17,0,No
1805,11/26/2023,Basic,14.99,1.2,4,0,13,5,No
1806,9/11/2024,Standard,29.99,3.2,0,0,3,1,No
1807,5/2/2024,Basic,14.99,2.1,2,0,8,5,No
1808,5/28/2024,Basic,14.99,2.2,0,0,7,4,No
1809,6/4/2023,Basic,14.99,1.8,3,0,19,1,No
1810,3/5/2023,Premium,49.99,4.3,11,2,22,0,Yes
1811,4/6/2024,Standard,29.99,2.8,0,0,8,4,No
1812,4/16/2023,Basic,14.99,1,3,1,20,0,No
1813,12/18/2023,Premium,49.99,3.4,6,1,5,225,Yes
1814,3/28/2023,Standard,29.99,3,2,0,21,3,No
1815,5/31/2024,Standard,29.99,2.6,5,0,7,1,No
1816,10/23/2024,Basic,14.99,3.2,4,0,2,0,No
1817,6/26/2023,Premium,49.99,4.3,0,0,18,5,No
1818,2/10/2023,Basic,14.99,1.3,0,1,23,4,No
1819,9/11/2023,Basic,14.99,1.6,7,1,5,325,Yes
1820,12/25/2024,Standard,29.99,0.7,5,0,1,2,No
1821,3/24/2024,Basic,14.99,1.1,2,0,9,8,No
1822,3/25/2024,Basic,14.99,1.6,4,0,9,0,No
1823,6/20/2024,Standard,29.99,3,1,0,6,0,No
1824,6/19/2024,Standard,29.99,1.5,5,1,1,155,Yes
1825,9/16/2024,Basic,14.99,2.8,2,0,3,2,No
1826,6/12/2023,Basic,14.99,2.2,2,0,18,2,No
1827,1/8/2024,Basic,14.99,1.8,0,1,11,1,No
1828,1/17/2024,Standard,29.99,2.5,1,0,11,1,No
1829,10/17/2023,Standard,29.99,4,5,1,14,4,No
1830,2/1/2024,Premium,49.99,3.3,3,0,11,3,No
1831,2/23/2024,Basic,14.99,1.8,3,0,10,0,No
1832,12/13/2023,Basic,14.99,2.5,11,1,12,15,Yes
1833,11/26/2024,Basic,14.99,1.7,2,0,1,3,No
1834,9/4/2024,Basic,14.99,1.4,10,1,3,1,Yes
1835,2/23/2023,Basic,14.99,1.8,4,2,22,3,No
1836,10/8/2024,Basic,14.99,3,2,0,2,1,No
1837,10/24/2024,Basic,14.99,1.9,2,0,2,5,No
1838,12/9/2023,Standard,29.99,2.9,5,1,12,0,No
1839,3/9/2023,Standard,29.99,2.1,1,1,22,6,No
1840,12/4/2023,Basic,14.99,1.4,1,0,13,5,No
1841,4/7/2023,Basic,14.99,2.1,0,0,21,5,No
1842,7/25/2024,Basic,14.99,1.3,6,1,5,0,Yes
1843,11/25/2024,Premium,49.99,3.9,3,0,1,4,No
1844,1/31/2024,Standard,29.99,3.5,0,0,11,3,No
1845,10/18/2023,Basic,14.99,2.2,5,1,3,327,Yes
1846,9/16/2023,Standard,29.99,2.1,4,1,15,1,Yes
1847,11/3/2024,Standard,29.99,6.4,3,0,1,0,No
1848,9/9/2024,Premium,49.99,3.4,3,0,3,5,No
1849,6/3/2023,Standard,29.99,2.4,5,0,19,6,No
1850,12/8/2023,Standard,29.99,2.6,3,1,12,4,Yes
1851,3/25/2023,Basic,14.99,2.2,5,0,21,1,No
1852,8/19/2024,Premium,49.99,3.9,3,1,4,4,No
1853,11/10/2024,Premium,49.99,3.2,7,1,1,1,Yes
1854,5/25/2023,Basic,14.99,1.8,0,0,19,0,No
1855,12/25/2023,Premium,49.99,4.9,0,1,12,3,No
1856,11/14/2023,Basic,14.99,2.3,3,0,13,5,No
1857,11/2/2024,Premium,49.99,9.9,0,0,1,1,No
1858,12/16/2024,Basic,14.99,0.6,2,0,1,0,No
1859,11/9/2024,Standard,29.99,3.7,0,0,1,5,No
1860,2/6/2024,Basic,14.99,1.3,0,0,10,0,No
1861,5/13/2023,Premium,49.99,4,4,0,19,9,No
1862,9/1/2024,Basic,14.99,2.2,3,0,4,3,No
1863,12/26/2024,Basic,14.99,0.4,0,0,1,0,No
1864,3/28/2023,Standard,29.99,3.1,5,1,21,1,No
1865,11/14/2023,Premium,49.99,4.1,1,2,13,3,No
1866,7/26/2024,Premium,49.99,3.1,3,0,5,5,Yes
1867,1/21/2024,Basic,14.99,1.9,4,0,11,5,No
1868,10/20/2024,Standard,29.99,4.1,0,0,2,3,No
1869,12/3/2023,Basic,14.99,1.5,1,1,13,3,No
1870,5/11/2023,Premium,49.99,3.4,3,1,3,488,Yes
1871,11/17/2024,Basic,14.99,1.1,0,0,1,1,No
1872,12/20/2024,Standard,29.99,0.2,7,0,1,5,Yes
1873,12/2/2024,Standard,29.99,1.9,3,0,1,0,No
1874,6/23/2024,Premium,49.99,4.3,0,0,6,4,No
1875,4/6/2023,Premium,49.99,4.1,4,1,21,3,No
1876,10/23/2024,Standard,29.99,3.7,3,0,2,0,No
1877,11/17/2024,Premium,49.99,3.8,7,0,1,0,Yes
1878,3/9/2024,Basic,14.99,2.8,4,0,9,6,No
1879,6/4/2024,Premium,49.99,3.1,5,2,7,1,Yes
1880,1/6/2024,Premium,49.99,5.3,11,1,12,3,Yes
1881,1/19/2023,Basic,14.99,2.3,2,0,23,0,No
1882,1/7/2024,Standard,29.99,2.3,4,1,11,4,No
1883,11/13/2023,Premium,49.99,5.9,4,1,3,315,Yes
1884,7/4/2023,Basic,14.99,1.9,3,0,18,0,No
1885,8/8/2023,Standard,29.99,2.4,3,0,17,1,No
1886,12/16/2023,Premium,49.99,6,3,0,12,6,No
1887,5/12/2024,Standard,29.99,2.4,3,6,7,3,Yes
1888,7/16/2023,Standard,29.99,3.8,4,0,17,2,No
1889,8/20/2023,Premium,49.99,5.6,1,0,16,3,No
1890,5/21/2023,Standard,29.99,3,4,0,19,1,No
1891,6/8/2023,Premium,49.99,3.5,5,0,19,3,No
1892,3/21/2023,Premium,49.99,5.5,5,1,21,0,No
1893,10/30/2023,Basic,14.99,1.5,3,0,14,3,No
1894,4/14/2023,Basic,14.99,1.5,4,0,20,2,No
1895,6/3/2024,Standard,29.99,3,0,0,7,3,No
1896,7/6/2024,Basic,14.99,3.1,2,1,5,1,No
1897,6/23/2024,Basic,14.99,2,3,0,3,97,Yes
1898,2/8/2023,Basic,14.99,2.3,0,0,23,1,No
1899,11/8/2024,Premium,49.99,6.3,0,0,1,3,No
1900,12/11/2023,Basic,14.99,2.4,3,0,1,348,Yes
1901,9/24/2024,Standard,29.99,2.3,4,1,3,1,Yes
1902,5/15/2023,Standard,29.99,2.9,5,1,19,3,No
1903,9/3/2024,Basic,14.99,2.9,1,0,3,1,No
1904,1/21/2024,Standard,29.99,3,7,1,3,248,Yes
1905,6/7/2023,Basic,14.99,2.5,10,0,19,2,Yes
1906,6/16/2023,Basic,14.99,2.7,2,1,18,1,No
1907,7/5/2023,Premium,49.99,5.9,4,1,18,2,No
1908,12/10/2024,Basic,14.99,1.5,2,0,1,3,No
1909,10/1/2024,Standard,29.99,2.6,5,1,3,1,No
1910,6/19/2023,Premium,49.99,4.8,11,1,8,317,Yes
1911,3/24/2024,Standard,29.99,2.1,5,0,9,3,No
1912,2/14/2023,Standard,29.99,2,7,1,22,16,Yes
1913,2/25/2024,Basic,14.99,1.5,3,0,10,3,No
1914,1/9/2024,Basic,14.99,1.5,0,0,11,0,No
1915,11/23/2024,Premium,49.99,6.6,3,0,1,0,No
1916,9/1/2023,Premium,49.99,3,8,1,1,440,Yes
1917,3/30/2024,Premium,49.99,4.6,4,0,4,137,Yes
1918,9/17/2024,Basic,14.99,1.4,11,2,3,15,Yes
1919,10/19/2023,Basic,14.99,1.8,8,1,1,394,Yes
1920,4/4/2024,Premium,49.99,4,3,0,9,0,No
1921,8/28/2023,Standard,29.99,2.3,4,0,16,0,No
1922,6/30/2024,Premium,49.99,4,3,0,6,3,No
1923,9/2/2023,Standard,29.99,4,3,2,16,5,No
1924,11/13/2023,Basic,14.99,1.4,3,0,13,3,No
1925,4/25/2024,Premium,49.99,5.2,2,0,8,0,No
1926,7/18/2023,Standard,29.99,2.7,1,1,17,1,No
1927,1/12/2024,Basic,14.99,1,4,1,11,0,Yes
1928,11/25/2024,Basic,14.99,0.6,3,1,1,0,Yes
1929,8/7/2024,Basic,14.99,1.4,5,2,4,0,No
1930,3/27/2024,Basic,14.99,1.3,3,0,9,0,No
1931,4/17/2024,Standard,29.99,4,4,0,8,0,No
1932,10/16/2023,Premium,49.99,5,1,0,14,2,No
1933,1/27/2024,Premium,49.99,4.8,6,2,3,232,Yes
1934,5/29/2024,Premium,49.99,5.4,4,1,7,1,No
1935,6/24/2024,Standard,29.99,2.5,2,0,6,2,No
1936,3/4/2024,Standard,29.99,2,2,0,10,3,No
1937,6/15/2023,Basic,14.99,1.7,2,0,18,0,No
1938,7/24/2023,Premium,49.99,5.2,5,0,17,1,No
1939,9/11/2024,Basic,14.99,1.3,4,0,3,3,No
1940,5/22/2023,Basic,14.99,2.1,5,0,19,1,No
1941,9/14/2023,Standard,29.99,4.7,10,0,1,427,Yes
1942,2/23/2023,Basic,14.99,1.3,2,1,22,6,No
1943,10/18/2024,Premium,49.99,4.8,2,0,2,2,No
1944,5/7/2024,Basic,14.99,1.6,10,2,3,141,Yes
1945,1/16/2024,Basic,14.99,2.5,1,1,11,3,No
1946,7/21/2024,Basic,14.99,2.5,0,0,5,0,No
1947,4/16/2023,Basic,14.99,1.9,3,1,20,3,No
1948,12/29/2024,Basic,14.99,0.2,1,0,1,0,No
1949,6/12/2024,Basic,14.99,2,5,0,6,2,Yes
1950,5/8/2023,Premium,49.99,5.3,0,0,20,2,No
1951,10/19/2023,Premium,49.99,3.7,1,0,14,3,No
1952,3/27/2023,Standard,29.99,2.6,4,0,21,2,No
1953,6/14/2023,Premium,49.99,4,3,1,18,3,No
1954,10/7/2023,Premium,49.99,3.4,0,0,15,1,No
1955,4/5/2024,Standard,29.99,3.2,3,2,9,0,Yes
1956,6/9/2024,Standard,29.99,2.7,5,0,6,5,No
1957,5/31/2023,Premium,49.99,3.8,5,0,19,4,No
1958,3/23/2024,Standard,29.99,2.3,4,2,9,2,No
1959,4/4/2023,Standard,29.99,3,11,3,20,21,Yes
1960,8/16/2023,Basic,14.99,2.3,6,2,15,60,Yes
1961,4/6/2024,Basic,14.99,3.4,4,0,8,0,No
1962,12/24/2023,Basic,14.99,2.3,5,0,12,2,No
1963,1/28/2023,Premium,49.99,4.3,3,3,23,6,No
1964,2/29/2024,Basic,14.99,2.1,9,0,3,195,Yes
1965,2/24/2023,Basic,14.99,2.4,0,1,22,10,No
1966,2/10/2024,Basic,14.99,1.5,5,0,10,5,No
1967,5/29/2024,Basic,14.99,2.1,5,1,7,3,No
1968,1/18/2024,Basic,14.99,1.2,3,1,11,0,No
1969,8/30/2023,Premium,49.99,4.4,6,1,11,145,Yes
1970,1/31/2024,Standard,29.99,2.5,11,0,11,5,Yes
1971,3/25/2023,Basic,14.99,2.9,1,0,21,0,No
1972,1/19/2024,Standard,29.99,2.4,0,0,11,0,No
1973,8/18/2023,Standard,29.99,3.3,6,1,11,167,Yes
1974,1/29/2023,Basic,14.99,2.4,3,1,23,7,No
1975,11/23/2023,Standard,29.99,2.2,1,0,13,0,No
1976,4/12/2023,Premium,49.99,2.9,8,1,1,587,Yes
1977,10/27/2024,Basic,14.99,3,4,0,2,3,No
1978,12/10/2023,Basic,14.99,1.8,5,1,12,3,No
1979,5/30/2023,Standard,29.99,3.4,5,1,19,3,No
1980,5/21/2023,Standard,29.99,2,5,2,19,4,No
1981,2/9/2023,Basic,14.99,2.4,1,0,23,2,No
1982,10/21/2023,Standard,29.99,3.8,3,0,14,2,No
1983,4/28/2024,Basic,14.99,2.1,5,0,8,1,No
1984,12/13/2024,Standard,29.99,1.2,1,0,1,2,No
1985,5/23/2023,Premium,49.99,4.1,5,1,19,0,No
1986,12/23/2024,Standard,29.99,0.4,1,0,1,6,No
1987,4/25/2024,Basic,14.99,2.7,3,0,8,2,No
1988,4/4/2024,Basic,14.99,1.1,0,0,9,0,No
1989,9/22/2024,Basic,14.99,2.1,7,0,3,3,Yes
1990,1/6/2023,Standard,29.99,3.6,1,0,24,2,No
1991,3/23/2023,Basic,14.99,2.1,5,0,21,0,No
1992,1/20/2023,Basic,14.99,1,1,1,23,0,No
1993,9/20/2023,Standard,29.99,4.1,10,0,1,417,Yes
1994,8/9/2023,Basic,14.99,1.5,4,1,17,1,No
1995,6/3/2023,Basic,14.99,1.9,2,0,19,2,No
1996,7/15/2024,Basic,14.99,1.7,5,1,5,2,No
1997,9/15/2024,Premium,49.99,5.5,0,0,3,3,No
1998,6/24/2024,Premium,49.99,3.6,3,0,6,2,No
1999,3/9/2024,Standard,29.99,3.1,0,0,9,0,No
2000,4/24/2023,Standard,29.99,3.5,0,1,20,4,No
2001,10/23/2023,Basic,14.99,1.7,8,0,3,319,Yes
2002,9/1/2023,Basic,14.99,1.8,5,1,16,0,No
2003,11/5/2023,Premium,49.99,5.1,4,0,14,2,No
2004,5/5/2023,Basic,14.99,1.4,4,0,20,5,No
2005,2/18/2023,Standard,29.99,2.4,3,3,22,1,No
2006,9/2/2023,Standard,29.99,2,2,0,16,5,No
2007,3/5/2024,Standard,29.99,2.2,1,0,10,3,No
2008,10/16/2024,Standard,29.99,1.8,4,0,2,0,Yes
2009,9/29/2024,Basic,14.99,1.1,5,0,3,7,No
2010,4/13/2024,Standard,29.99,3,0,0,8,1,No
2011,3/6/2023,Basic,14.99,0.9,3,0,22,2,No
2012,4/24/2023,Standard,29.99,2.4,6,1,17,81,Yes
2013,5/26/2024,Standard,29.99,2.5,4,0,7,1,No
2014,9/3/2024,Basic,14.99,2.9,3,0,3,1,No
2015,7/2/2024,Basic,14.99,2.3,5,1,6,2,No
2016,1/17/2023,Standard,29.99,3.9,4,0,23,3,No
2017,10/9/2024,Basic,14.99,2,11,0,2,2,Yes
2018,6/11/2024,Premium,49.99,5.6,0,0,6,4,No
2019,8/11/2024,Premium,49.99,5.4,3,0,4,4,No
2020,9/5/2023,Basic,14.99,1.8,2,1,16,3,No
2021,5/28/2023,Standard,29.99,2,4,0,2,520,Yes
2022,10/26/2023,Basic,14.99,2.8,5,0,14,3,No
2023,3/15/2024,Basic,14.99,2,0,0,9,0,No
2024,1/2/2023,Standard,29.99,3.1,5,1,24,0,No
2025,9/21/2024,Standard,29.99,2.9,8,0,3,4,Yes
2026,12/28/2023,Premium,49.99,4.3,4,1,12,1,No
2027,9/4/2023,Premium,49.99,5.6,2,0,16,2,No
2028,8/7/2024,Standard,29.99,2.2,8,1,4,0,Yes
2029,3/2/2024,Basic,14.99,1.6,8,2,10,1,Yes
2030,7/11/2023,Standard,29.99,2,5,1,17,2,No
2031,11/11/2024,Basic,14.99,2.5,0,0,1,0,No
2032,11/15/2024,Basic,14.99,1.5,1,0,1,0,No
2033,3/29/2023,Premium,49.99,3.8,3,1,21,2,No
2034,6/20/2024,Premium,49.99,3.9,5,0,1,146,Yes
2035,1/5/2024,Premium,49.99,3.3,1,0,12,7,No
2036,3/11/2023,Basic,14.99,1.8,1,0,22,2,No
2037,6/22/2024,Basic,14.99,3,5,0,6,1,No
2038,7/11/2024,Basic,14.99,2.1,1,0,5,2,No
2039,6/3/2024,Basic,14.99,1.8,0,0,7,2,No
2040,6/3/2024,Standard,29.99,2.6,5,1,7,3,No
2041,7/21/2024,Basic,14.99,1.8,5,0,5,0,No
2042,1/21/2023,Standard,29.99,2.8,4,0,23,2,No
2043,2/4/2024,Basic,14.99,1.4,3,0,11,4,No
2044,4/26/2024,Basic,14.99,1,9,2,4,125,Yes
2045,2/14/2023,Premium,49.99,1.6,11,1,2,628,Yes
2046,10/12/2024,Premium,49.99,5.2,0,0,2,2,No
2047,2/1/2024,Standard,29.99,2.3,0,0,11,0,No
2048,1/18/2024,Basic,14.99,1.1,0,0,11,1,No
2049,9/17/2023,Standard,29.99,2.9,5,0,15,2,No
2050,1/17/2023,Premium,49.99,3.1,2,0,23,0,No
2051,1/1/2024,Basic,14.99,2.5,5,0,12,3,No
2052,3/11/2023,Standard,29.99,2.2,5,1,22,5,No
2053,12/20/2023,Basic,14.99,2.2,1,0,12,2,No
2054,9/4/2023,Basic,14.99,2.3,4,1,16,0,No
2055,11/3/2024,Premium,49.99,5.9,9,2,1,0,Yes
2056,10/5/2024,Premium,49.99,5.6,4,0,2,0,No
2057,4/17/2023,Premium,49.99,4.3,5,1,20,1,No
2058,8/18/2024,Standard,29.99,3.2,5,0,4,4,No
2059,12/7/2023,Standard,29.99,3.1,4,0,13,0,No
2060,5/17/2023,Standard,29.99,2.7,4,1,19,1,No
2061,2/15/2023,Basic,14.99,2.7,5,2,22,3,No
2062,12/27/2023,Premium,49.99,5.4,6,0,7,134,Yes
2063,7/13/2024,Standard,29.99,2.2,9,1,3,61,Yes
2064,12/13/2023,Basic,14.99,1.3,3,0,12,0,No
2065,10/20/2024,Standard,29.99,3.9,5,0,2,5,No
2066,6/29/2023,Basic,14.99,1.6,11,1,18,0,Yes
2067,12/2/2024,Standard,29.99,0.8,9,0,1,3,Yes
2068,4/20/2024,Premium,49.99,5.8,3,2,8,5,No
2069,12/13/2024,Basic,14.99,0.5,5,0,1,7,No
2070,5/5/2024,Premium,49.99,3.8,6,2,8,3,Yes
2071,10/8/2024,Premium,49.99,5.3,0,0,2,2,No
2072,7/6/2023,Basic,14.99,2.2,4,1,18,3,No
2073,5/19/2023,Basic,14.99,2.3,2,1,19,2,No
2074,3/6/2023,Standard,29.99,3.2,4,1,22,0,No
2075,4/13/2024,Basic,14.99,2.9,6,1,6,74,Yes
2076,2/7/2023,Standard,29.99,2.1,3,0,23,2,No
2077,10/28/2023,Premium,49.99,5.9,0,1,14,3,No
2078,7/26/2023,Basic,14.99,1.7,3,1,17,3,No
2079,2/14/2023,Premium,49.99,4,9,1,12,318,Yes
2080,7/24/2023,Premium,49.99,4.9,1,1,17,5,No
2081,2/12/2023,Premium,49.99,3.9,4,0,22,0,No
2082,11/20/2023,Basic,14.99,1.4,5,0,13,0,No
2083,11/14/2023,Basic,14.99,2.7,7,3,13,6,Yes
2084,6/11/2024,Premium,49.99,4.5,3,1,6,4,Yes
2085,2/12/2024,Standard,29.99,2.3,2,0,10,3,No
2086,7/10/2024,Premium,49.99,4.1,4,1,5,0,No
2087,4/29/2024,Basic,14.99,2.2,2,0,8,0,No
2088,9/17/2023,Standard,29.99,2.3,4,0,15,3,No
2089,2/7/2023,Basic,14.99,2.6,0,1,23,2,No
2090,10/24/2024,Standard,29.99,1.2,4,1,2,0,Yes
2091,7/15/2023,Basic,14.99,1.1,0,1,17,5,No
2092,10/20/2023,Premium,49.99,4.3,11,2,4,315,Yes
2093,1/1/2024,Premium,49.99,3,2,0,12,5,No
2094,2/18/2023,Premium,49.99,4.1,8,1,8,440,Yes
2095,11/2/2024,Standard,29.99,8.1,3,0,1,1,No
2096,12/6/2023,Standard,29.99,3.1,5,0,13,3,No
2097,10/7/2023,Basic,14.99,2.2,5,0,3,343,Yes
2098,5/8/2023,Basic,14.99,2.8,2,1,20,4,No
2099,1/12/2024,Standard,29.99,2.4,10,0,4,217,Yes
2100,3/23/2024,Premium,49.99,6,2,0,9,0,No
2101,2/14/2024,Standard,29.99,2.9,5,0,10,0,No
2102,3/26/2024,Basic,14.99,1.9,0,0,9,1,No
2103,1/31/2024,Standard,29.99,3.3,3,1,3,240,Yes
2104,12/14/2023,Standard,29.99,2.7,4,0,12,1,Yes
2105,7/11/2023,Standard,29.99,3,1,0,17,2,No
2106,5/23/2024,Standard,29.99,2.7,4,0,7,0,No
2107,12/9/2024,Standard,29.99,2.1,3,0,1,7,No
2108,5/24/2024,Standard,29.99,2.9,4,0,7,6,No
2109,1/12/2024,Standard,29.99,2.9,3,0,11,2,No
2110,6/15/2024,Basic,14.99,1.7,3,2,6,0,No
2111,10/1/2023,Basic,14.99,1.4,4,1,15,7,No
2112,3/26/2023,Standard,29.99,2.4,1,0,21,1,No
2113,3/10/2024,Premium,49.99,5.2,4,0,9,3,No
2114,3/22/2023,Basic,14.99,1.6,5,0,4,526,Yes
2115,3/16/2024,Premium,49.99,3.7,3,0,3,180,Yes
2116,9/8/2024,Basic,14.99,2.6,5,0,3,3,No
2117,7/4/2023,Standard,29.99,3.1,2,0,18,2,No
2118,7/12/2024,Standard,29.99,2.3,3,0,5,0,No
2119,10/28/2023,Basic,14.99,1.3,5,1,4,301,Yes
2120,11/25/2023,Standard,29.99,3.8,0,1,13,0,No
2121,4/16/2023,Basic,14.99,1.5,6,1,2,562,Yes
2122,3/23/2023,Premium,49.99,3.7,3,1,15,174,Yes
2123,12/2/2023,Basic,14.99,1.3,5,1,13,1,No
2124,11/7/2024,Standard,29.99,4.6,5,0,1,11,No
2125,10/30/2023,Premium,49.99,3.3,7,1,4,313,Yes
2126,11/10/2023,Premium,49.99,5.5,4,1,13,1,No
2127,4/1/2024,Standard,29.99,3.5,10,0,2,194,Yes
2128,9/9/2024,Basic,14.99,3.7,0,0,3,4,No
2129,3/12/2024,Standard,29.99,2.4,3,0,9,2,No
2130,6/20/2023,Basic,14.99,1,0,0,18,5,No
2131,12/7/2024,Basic,14.99,0.9,1,0,1,5,No
2132,3/30/2024,Premium,49.99,4.1,2,0,9,2,No
2133,12/26/2023,Standard,29.99,3.1,3,0,12,1,No
2134,4/2/2024,Basic,14.99,1.2,3,0,9,1,No
2135,2/13/2023,Premium,49.99,5.4,1,0,22,2,No
2136,12/28/2023,Standard,29.99,2.7,2,0,12,0,No
2137,9/21/2024,Premium,49.99,4.8,4,0,3,0,No
2138,3/21/2024,Standard,29.99,3.8,0,1,9,1,No
2139,10/9/2023,Premium,49.99,5,4,1,7,214,Yes
2140,10/16/2024,Basic,14.99,2.2,3,1,2,5,No
2141,2/28/2023,Premium,49.99,4.1,11,3,16,171,Yes
2142,3/18/2023,Standard,29.99,3.5,2,1,21,5,No
2143,11/18/2024,Basic,14.99,2,10,1,1,7,Yes
2144,10/14/2024,Basic,14.99,2.6,0,0,2,2,No
2145,2/20/2024,Premium,49.99,3.6,4,1,10,0,No
2146,1/8/2024,Standard,29.99,4,3,1,11,2,No
2147,6/9/2024,Basic,14.99,3.1,2,0,6,2,No
2148,11/26/2024,Premium,49.99,1.5,7,1,1,5,Yes
2149,6/13/2023,Premium,49.99,4.8,5,1,18,1,No
2150,2/1/2023,Basic,14.99,2.3,5,1,23,3,No
2151,5/27/2023,Standard,29.99,3.7,4,1,19,0,No
2152,9/14/2024,Basic,14.99,2.5,3,0,3,5,No
2153,11/25/2024,Premium,49.99,1.6,8,0,1,1,Yes
2154,3/24/2024,Basic,14.99,2.3,3,0,9,2,No
2155,2/5/2023,Premium,49.99,3.9,2,2,23,0,No
2156,5/10/2023,Standard,29.99,2.6,9,2,6,409,Yes
2157,3/10/2023,Basic,14.99,2,11,3,12,275,Yes
2158,8/30/2023,Basic,14.99,2.4,2,0,16,0,No
2159,10/22/2024,Basic,14.99,3.6,3,0,2,2,No
2160,1/11/2024,Basic,14.99,3,5,0,11,0,No
2161,1/6/2024,Standard,29.99,2.2,2,0,12,3,No
2162,1/28/2024,Standard,29.99,2.7,5,1,11,2,No
2163,8/3/2024,Basic,14.99,2,0,0,5,1,No
2164,2/3/2023,Basic,14.99,2,4,0,7,473,Yes
2165,9/11/2024,Basic,14.99,1.4,9,2,3,4,Yes
2166,6/7/2023,Basic,14.99,2.6,2,0,19,2,No
2167,11/26/2024,Standard,29.99,4.2,4,0,1,0,No
2168,4/5/2024,Basic,14.99,1.1,2,0,9,6,No
2169,1/15/2024,Premium,49.99,5.1,5,1,11,3,No
2170,1/16/2024,Standard,29.99,3.4,5,0,11,2,No
2171,3/30/2024,Basic,14.99,2.2,5,0,9,4,No
2172,3/20/2023,Basic,14.99,2.7,1,0,21,3,No
2173,8/10/2024,Basic,14.99,1.8,0,0,4,1,No
2174,5/21/2023,Premium,49.99,1.8,9,0,1,561,Yes
2175,6/26/2024,Premium,49.99,6.4,1,0,6,0,No
2176,1/11/2024,Premium,49.99,6.7,11,0,1,306,Yes
2177,2/12/2024,Basic,14.99,1.4,11,2,3,206,Yes
2178,11/18/2023,Basic,14.99,1.4,2,0,13,1,No
2179,10/27/2024,Basic,14.99,3.1,1,0,2,2,No
2180,10/13/2023,Standard,29.99,2.5,6,1,14,1,Yes
2181,9/13/2023,Basic,14.99,1.5,5,0,15,0,No
2182,4/27/2023,Premium,49.99,3,9,2,20,5,Yes
2183,1/27/2023,Premium,49.99,5.8,4,0,23,0,No
2184,7/10/2023,Standard,29.99,2.3,3,1,7,318,Yes
2185,5/26/2024,Standard,29.99,2.8,4,1,7,4,Yes
2186,6/14/2024,Premium,49.99,3.7,5,0,6,0,No
